2020/08/30 21:18:16 considering 3498 tasks
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 54.40%, md5: bc07be7117bf0552babdbc92bf194e1f, uuid: 71d4dd8c-f984-461d-8ddf-a32283f78d33, profile: aassa.bat
2020/08/30 21:18:16 P: 1.00, md5: f674df24b4d5cd72fbc3f869f7e48731, uuid: 330b3ad4-0b2f-4ac7-853f-49bceb49be3b, name: Assign Agreement.exe
2020/08/30 21:18:16 P: 1.00, md5: 9bef345184b0e60b74cb7f2e300f2123, uuid: f7ac5a0f-dba2-4caf-8659-def746763c52, name: copy doc.exe
2020/08/30 21:18:16 P: 1.00, md5: f9e60dca1ac687980a89bcc6c3575883, uuid: 64464dfb-cfe1-447b-91a8-6990c82c39d7, name: messi pro.exe
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.20%, md5: 7c59f88dd95402eb0315f83f6c37432c, uuid: ec23265d-698f-48cc-b2ae-c75dc2299edd, profile: PO 6JQF -001 - pdf.exe
2020/08/30 21:18:16 P: 1.00, md5: 7c1b1d1185e5fe7564f8f7d1a28aac4b, uuid: 1041edcc-6530-479f-8814-afcaf9efb7f9, name: Assign Documents.img.exe
2020/08/30 21:18:16 P: 1.00, md5: 93c48639299f5b3752260bb1e4e56eb6, uuid: b675c1f2-db8a-42e8-ab29-75fd9157e456, name: Assign Agreement.exe
2020/08/30 21:18:16 P: 1.00, md5: aa56e56400bb0ca44ee988a123b90304, uuid: 1401c7e1-f899-4be0-bd21-91cb63d7832a, name: bad.exe
2020/08/30 21:18:16 P: 1.00, md5: 73d993bbcda65b5597fea3b2a7315dc0, uuid: 6ad4f959-afbe-4dc1-8ba1-9149ee5cc5fc, name: Voice Message0192.exe
2020/08/30 21:18:16 P: 1.00, md5: 4705b0fc9947a82127d069148bd6f239, uuid: 4e47d0f7-e934-4bc2-a96e-aec7ea4b4059, name: ap.exe
2020/08/30 21:18:16 P: 1.00, md5: aa56e56400bb0ca44ee988a123b90304, uuid: c3fb3a75-3ddc-47f2-8503-7b18c80582a5, name: bad.exe
2020/08/30 21:18:16 P: 1.00, md5: 8eb71454e019bd61caf8578c59497ec6, uuid: b6ad3d2a-f0aa-4e86-a043-45035aa68786, name: AWBTNT5025T_PDF.bin
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.97%, md5: 092306cc1616ab2b2d368cea068fd169, uuid: 3ac6407c-f98d-40f2-b970-ed90fb617e78, profile: 092306cc1616ab2b2d368cea068fd169
2020/08/30 21:18:16 P: 1.00, md5: 1e31af6d75e36672c28cabaaf6693c80, uuid: 043ba08b-d88a-490e-b16e-e706ab0d8d6f, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 1693e5754726491fdc91a8ff3f5c9c6e, uuid: 78b5e24e-3d27-4b35-8c5f-6adc8d674d5a, name: chinapvtfile
2020/08/30 21:18:16 P: 1.00, md5: 36c12aba9b24e41321b132896b3b0828, uuid: 895e032d-6c26-478f-8acd-71ac2006c4d7, name: INV09072020PO400596.exe
2020/08/30 21:18:16 P: 1.00, md5: 1b7c41c3232c0b52a853a4cca1560ad5, uuid: 25864407-5203-4746-b55d-338c0a0a58be, name: svchost.exe
2020/08/30 21:18:16 P: 1.00, md5: da3e68b01cfe78bc6e60ee22f93dd098, uuid: f76961b0-8993-4b94-bb47-bbab3e2278cf, name: winlog.exe
2020/08/30 21:18:16 P: 1.00, md5: 76366e42be5af5f31dbb5677dbb2651f, uuid: 51261ff0-ba68-4fd7-afac-7857d4e5c243, name: win32.exe
2020/08/30 21:18:16 P: 1.00, md5: 79913a41b0aa377d2e31ef8ed0ce94e8, uuid: f59843b7-5c9e-467c-95ce-a1897f244159, name: frega.exe
2020/08/30 21:18:16 P: 1.00, md5: 8963e3f665637b3277d948559641a6c6, uuid: a37deda8-ee3c-4c77-8bd0-2c07fdeea4c2, name: BL 20200522ABJKW_pdf_doc.exe
2020/08/30 21:18:16 P: 1.00, md5: 9895ac3d3ed952d128766bed66f284a7, uuid: 3919df23-d5fe-4329-8314-7767a81a4c56, name: 404fe5b16ac5842c14af9b145cb7a893c676b96d262f1454377b80eb99fbe5eb
2020/08/30 21:18:16 P: 1.00, md5: c1ef513a3f3bc9fa9222a20c804354e7, uuid: 4d50325b-703a-4bef-918b-4137f1a6bcfb, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: dc53687edeef1e6392448f4c71e30e55, uuid: 0c896cdd-33e2-4486-8ae2-3db11dd07948, name: 9ap.exe
2020/08/30 21:18:16 P: 1.00, md5: 4716aa6bb098f6161fe7cdc50ddbf076, uuid: 290be053-8797-43d8-846d-fa85b9a15a21, name: 47967cd51d9e4fd7c346abf25773303b9b5be6d1dc8d025d2be7fd6e8ff110b2
2020/08/30 21:18:16 P: 1.00, md5: 1806ec468ed2af0f95447bea7f381a04, uuid: 167569fa-5f4c-4675-8fee-26112c8a9db5, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: c4b03b75e2ccbe4e6b791d004fb91fe7, uuid: 73514d6a-77d0-4db7-be92-312ce7f620cf, name: svchost.exe
2020/08/30 21:18:16 P: 1.00, md5: 1806ec468ed2af0f95447bea7f381a04, uuid: e7e043a9-94cc-491b-9354-7e5c1f66234f, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: b038656186fdd55b7f14c77d224aa90b, uuid: 8759aae9-1e15-4049-bf61-f7124d33b3ce, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 48033c48ca5bbd92d30ccfaa1b87ce29, uuid: c4d14883-4ebe-4963-b43f-27559df88668, name: win32.exe
2020/08/30 21:18:16 P: 1.00, md5: f6c0b4436b38c5b77c4490ac09af68a5, uuid: 9d9f0722-758f-482f-8607-32988e14587b, name: regasm.exe
2020/08/30 21:18:16 P: 0.83, md5: 70f7ed2cabebf754da04977a6b5b405f, uuid: 059b752a-1842-48ca-9e1c-62f151dad934, name: 8f27e0284b085af32b2e82397db13e45a386cad9b7d86d8dcb1ac2f1754d63f7
2020/08/30 21:18:16 P: 1.00, md5: f1aba1ea81b9659f333f8dc74a10a5ca, uuid: 598d945a-7401-477b-8c47-18921a672cc8, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 36c12aba9b24e41321b132896b3b0828, uuid: 7087d80e-cd0f-49f9-8b86-f6a42042f6ad, name: 36c12aba9b24e41321b132896b3b0828
2020/08/30 21:18:16 P: 1.00, md5: 92d044ce92cc842d1fd26907a8200abd, uuid: 80c27e53-588c-4ddf-991f-9d416ae890c9, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 2d59de0790500b0723898f4d2c8fa153, uuid: fc1ee75e-b936-47dd-b5c8-089d4ef497a3, name: win32.exe
2020/08/30 21:18:16 P: 1.00, md5: ddbee59dde080583ccfd03a77c031836, uuid: a987f3dc-6da9-4ed3-9666-c8bc430caabf, name: win32.exe
2020/08/30 21:18:16 P: 1.00, md5: 79913a41b0aa377d2e31ef8ed0ce94e8, uuid: c8b2eb60-d021-42c3-8f95-a01674145540, name: frega.exe
2020/08/30 21:18:16 P: 1.00, md5: f6c0b4436b38c5b77c4490ac09af68a5, uuid: 23ba372b-dd6c-43e5-b6c9-98e43e45018d, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 202565e408066030ba667bc4cffc1541, uuid: e5ed9fe4-4aa8-49c4-ab06-f0cbf62c0c38, name: svchost.exe
2020/08/30 21:18:16 P: 1.00, md5: f048a6a71da6f76847d6c405a1dd7056, uuid: f534a640-8cba-4093-9e35-9b49bb3b14ec, name: svchost.exe
2020/08/30 21:18:16 P: 1.00, md5: 4c5c8ba2ca845178d52db59da7bf376a, uuid: 0d7bdbab-d9c6-4af2-bb05-b50783d001f7, name: 4c5c8ba2ca845178d52db59da7bf376a
2020/08/30 21:18:16 P: 1.00, md5: 74073e777c1f22da03892a343b8cfff2, uuid: 1e81303b-57c2-401d-93cb-c92da9946f72, name: winlog.exe
2020/08/30 21:18:16 P: 1.00, md5: 3d14bf28599bbe5174a86a80a37e4eed, uuid: 955a0b2d-ce24-49f1-a330-921962f0e24c, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 1add03b224a63759017cec641e3aed2c, uuid: b3ae4049-01ae-4603-a48f-65807b85c15a, name: winlog.exe
2020/08/30 21:18:16 P: 1.00, md5: e7ea74a01acdde743fce9513675fc954, uuid: dd1b54a7-5af7-427e-8f6d-e64a9a10b081, name: Orden de compra Ref AIGNEP110620.pdf.exe
2020/08/30 21:18:16 P: 1.00, md5: 8963e3f665637b3277d948559641a6c6, uuid: 65f82efe-4633-408e-a55d-4fbb2a73327b, name: BL 20200522ABJKW_pdf_doc.exe
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.23%, md5: 0b5ccfe3258c67d24966a65964cf920d, uuid: 2f302424-d0ee-483b-8c26-53ba759c7bf4, profile: sample8.exe
2020/08/30 21:18:16 P: 0.70, md5: 338cc52d4b0523922b3d0e35e7c11c6a, uuid: 07407055-bf43-4431-87b9-7b38721edb87, name: Rfq#653223-2019 Sanjiang Chem-Med Quote Request.exe
2020/08/30 21:18:16 P: 0.80, md5: 5d87f919ccb476d03e0bf85f767a54d0, uuid: 95bda25a-79b5-4e75-96ac-5009dcd004a4, name: INQUIRY LIST.exe
2020/08/30 21:18:16 P: 0.80, md5: 2eeb3ab6ef2b9ca734d0d7b2ed4128f2, uuid: 3553efc8-8d6e-4fb3-aba4-42d63e9b1c53, name: scg love.exe
2020/08/30 21:18:16 P: 0.80, md5: 3ee5ba3e3b5df022455dc52534e36bd5, uuid: 430204dd-fd43-465e-a1a7-31685b3945ee, name: gata2_output773C600.exe
2020/08/30 21:18:16 P: 0.70, md5: 338cc52d4b0523922b3d0e35e7c11c6a, uuid: a6e4583c-a1f6-4d05-b18e-77147ccfdd40, name: Rfq#653223-2019 Sanjiang Chem-Med Quote Request.exe
2020/08/30 21:18:16 P: 0.80, md5: ebf0f4a42c461fd6b49e2963c7ebb481, uuid: 1608c2f6-aba4-4f8c-bc18-6d4d6b18d5bf, name: caldbecks quotation request .exe
2020/08/30 21:18:16 P: 0.80, md5: c7f1a03832267e8533705de666712bd5, uuid: 554254af-c19a-4d64-81da-b242a124767f, name: receipt of balance payment.exe
2020/08/30 21:18:16 P: 0.80, md5: b7568415d133210b512dbfe546540664, uuid: f463d641-c9a4-4d2a-9b4c-1bc70d40568d, name: malware.exe
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.26%, md5: 336a4fe5d0560b25a758e62a552332da, uuid: a46bb4e6-ab8d-4100-bb01-d7541c9ed97c, profile: 76fri.jpg
2020/08/30 21:18:16 P: 0.75, md5: 3ee52c7be13edf220c03bcf8a76aa129, uuid: 29510e54-6be6-4d5e-be5e-a9304e2cd544, name: RFQ#275647346.HYUNDAI-LOTT_BIDDING.exe
2020/08/30 21:18:16 P: 0.75, md5: 109e8da6a8d2fca63c1eaa65aea6eb72, uuid: 77d3a99b-1ffe-4a63-9d85-53cf8f48f923, name: nony.png
2020/08/30 21:18:16 P: 0.75, md5: 654cff8cab6eb335e768f446e2bf31b6, uuid: 322e87f3-4303-41f5-a4b2-17cd1ee03026, name: loki6.exe
2020/08/30 21:18:16 P: 0.75, md5: 18080464f5560f8f543628a7f112dbda, uuid: f6a5b815-3bc0-4d3d-9aa9-eb54f56589ef, name: Price Offer and Request for Quotation 10th liber.exe
2020/08/30 21:18:16 P: 0.75, md5: 654cff8cab6eb335e768f446e2bf31b6, uuid: cf1388de-89db-4a28-80b7-4b2ce5d620c5, name: loki6.exe
2020/08/30 21:18:16 P: 0.75, md5: ba294cd490cae0ec4c817b13905103c6, uuid: e88797cc-30ba-47fb-9dc6-f5298ae47d8c, name: loki7.exe
2020/08/30 21:18:16 P: 1.00, md5: 336a4fe5d0560b25a758e62a552332da, uuid: 45ba6858-71d9-4a25-a8cd-a4b0f76b2897, name: 76fri.jpg
2020/08/30 21:18:16 P: 0.75, md5: 61565ac62cb9ce97be6a1119780ea844, uuid: a87ad657-052e-44c9-a29f-e98109395d89, name: 3fr1.exe
2020/08/30 21:18:16 P: 1.00, md5: 336a4fe5d0560b25a758e62a552332da, uuid: 14018d51-d9dc-46a0-a262-0211e630b25a, name: 76fri.jpg
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 1.23%, md5: 8c63f5db18122bff5a7075a6bcc4c76b, uuid: 695bd603-3b63-4f45-87db-7a4a2ccfd56e, profile: TRANSFERENCIA DE PAGO (SWIFT) 11092019 - 0.exe
2020/08/30 21:18:16 P: 1.00, md5: b7802c03cb0c84651b1a18ee1508c86d, uuid: 690aeec3-8f15-4c88-b30e-d20be8e7c014, name: TRANSFERENCIA DE PAGO (SWIFT) 31052019.exe
2020/08/30 21:18:16 P: 1.00, md5: 150b421abbe5a5361b637940138e4893, uuid: 77044e25-3d46-499d-84dd-023c73b57d3a, name: CTM.exe
2020/08/30 21:18:16 P: 1.00, md5: 555cdb630a2182465863624d2e60e5f4, uuid: 58393df3-b4c1-4539-842f-b1b14b94b544, name: Banco Santander_Swift_RXT0038TTFXV.exe
2020/08/30 21:18:16 P: 1.00, md5: 438471bba212290e94682e424b0ac633, uuid: 75fc5358-37be-412c-9636-7e95a9ea172d, name: ORD4745949_Boycelik_n 865_pdf.exe
2020/08/30 21:18:16 P: 1.00, md5: 75a1e2f3afcfa243d8812e21ca375e2b, uuid: ed6586fa-d3f8-4d9f-83c1-e23605d45dd3, name: SEB Banka_SWIFT_V0029D.exe
2020/08/30 21:18:16 P: 1.00, md5: 2674a7c655f69e00abf0f41e4328ed0d, uuid: f875f949-4362-4aeb-a9af-7dd0cff2cfeb, name: aus.exe
2020/08/30 21:18:16 P: 1.00, md5: 555cdb630a2182465863624d2e60e5f4, uuid: 3f529c34-ea02-47ff-9188-603a3fa79e53, name: Banco Santander_Swift_RXT0038TTFXV.exe
2020/08/30 21:18:16 P: 1.00, md5: 44cbaba23389fc3cae56e021f5ac5f07, uuid: efb0e614-3676-4156-8847-4340f50d9727, name: New Order5889532.exe
2020/08/30 21:18:16 P: 1.00, md5: 2fd8d2489b79c6d61a2730fdf9e72de3, uuid: b471947a-d136-47d1-a8cb-0e56679d1c04, name: a30d26a896ad63eb2d7d4cd4310b65cfc1b43e09cfb578ccd12efb70e0fe848b
2020/08/30 21:18:16 P: 1.00, md5: 2327703a56faf38c9a0ee0464ece4bbb, uuid: 9ad51519-2e20-476d-ad0b-916be80cd7ff, name: New Order-RTT440-ER.exe
2020/08/30 21:18:16 P: 1.00, md5: 3e8e469c2fc90fe29eb0eafcdbb7db01, uuid: abb656fe-d377-41c6-abf2-c441d9d22cbb, name: P.O  R_9450-12078130-doc.exe
2020/08/30 21:18:16 P: 1.00, md5: b7802c03cb0c84651b1a18ee1508c86d, uuid: 09106abf-b7a9-497a-bc10-9547e6a0a5de, name: TRANSFERENCIA DE PAGO (SWIFT) 31052019.exe
2020/08/30 21:18:16 P: 1.00, md5: f65ca8939f8ab6172428b83e7f871528, uuid: 4121bb54-b20d-41ad-a2ff-914cdb7b99c3, name: P.O  Pasutijuma Nr . 340-12000390.exe
2020/08/30 21:18:16 P: 1.00, md5: 63b076d51feaa8ccd2ef83d7bc2897be, uuid: 05809d33-4273-4215-b4f1-10cd3d272616, name: cf0d07700b71c7041c0e761c114b1555e5cf66c61f4e0812a96b83e087c3cd35.exe
2020/08/30 21:18:16 P: 1.00, md5: 07ad1dc814ef965134d122e99d108b4f, uuid: 7e8c4bf5-b273-491d-9fa1-c09f52a142a2, name: factura.exe
2020/08/30 21:18:16 P: 1.00, md5: 0366d876ca87a4419da7357b8505a530, uuid: ed0ed8f3-32ba-418d-96b7-0f6c8f4f2439, name: 4494761714-AWB_3648221_CHO_DHL_09112019_PDF.com
2020/08/30 21:18:16 P: 1.00, md5: 3e6ca103df0e61c5162036fb54c1275d, uuid: 83e401e3-45eb-4fd4-9325-f8b98d37edf5, name: RFI- KCL-000720-00E.xls.exe
2020/08/30 21:18:16 P: 1.00, md5: 150b421abbe5a5361b637940138e4893, uuid: bd021d0b-4fcc-4e00-844b-edb7c0d9d72a, name: CTM.exe
2020/08/30 21:18:16 P: 1.00, md5: 3d36e8e99581d8989f961e27419648cb, uuid: 927ead31-4963-440a-8fa8-d96c30b24340, name: Unicredit Bank_TT_swift_doc.exe
2020/08/30 21:18:16 P: 1.00, md5: 8c63f5db18122bff5a7075a6bcc4c76b, uuid: de3fe286-c2fa-4e2f-bfdd-db0333505863, name: TRANSFERENCIA DE PAGO (SWIFT) 11092019 - 0.exe
2020/08/30 21:18:16 P: 1.00, md5: 76e8ac0dba17bb7550db7719e2f65463, uuid: a72d8867-fa80-43b6-8fc0-1471c5e8ad7e, name: e299a764c5f4c5dc3a54ff2dca6f201cd0439cb469fc9b028534dcc67e4e0ac3.exe
2020/08/30 21:18:16 P: 1.00, md5: 53976a06e5e85a07f2a9b5380251a2ba, uuid: 07e64f2c-1589-49a6-8981-4e9958417bc1, name: 7a23b489-501a-4511-8342-67c57a2d3457
2020/08/30 21:18:16 P: 1.00, md5: 8c63f5db18122bff5a7075a6bcc4c76b, uuid: 44c4d02c-beb5-4327-a52c-d624b19018ae, name: TRANSFERENCIA DE PAGO (SWIFT) 11092019 - 0.exe
2020/08/30 21:18:16 P: 1.00, md5: def857cf631e970b3e15a34adb71c307, uuid: d9d2059e-2d6e-400d-b3f8-58f10e53d79d, name: cnf086683022.exe
2020/08/30 21:18:16 P: 1.00, md5: 5aad649fd4595027e0d5f8ba2db97341, uuid: 2215dcc7-49c0-4879-b9b5-774f28d322d2, name: New Order_PO4332.exe
2020/08/30 21:18:16 P: 1.00, md5: 160c8835f5076735df46e3e000f71a06, uuid: d9bc11eb-c2be-4da2-a1df-d716ba5a1651, name: 2020045328922091.exe
2020/08/30 21:18:16 P: 1.00, md5: e5a484d3c381ff65d4578ca25196bcba, uuid: 0a14ff1b-d4a0-4a04-a66d-40e3f8c18aa0, name: Raiffeisenbank_TT-SWIFT_008.bin
2020/08/30 21:18:16 P: 1.00, md5: 59af666a5ee37a5e8a92d942bfc91762, uuid: 21eb2979-c806-49df-b537-06bfb305cd82, name: Unicredit_Scan-SWIFT-02007019.exe
2020/08/30 21:18:16 P: 1.00, md5: 528b4f14a82e6c92cd6029531cb56bb5, uuid: 4899307a-2bb8-48f9-a3be-1664947bceae, name: EXT45001182-COHIDREX-20190625.exe
2020/08/30 21:18:16 P: 1.00, md5: 0d6617a7174bbd7156e7f31b40f5b8b0, uuid: 891fc786-fe57-454b-b467-bd3cafa84fbd, name: New Order  No NPT00320  19.exe
2020/08/30 21:18:16 P: 1.00, md5: 7dedb8274c7d33eaba6e25b52ab48ef0, uuid: 0eeeef8f-ad67-4cd9-b5d4-15306af1cd27, name: V_1089525018_8_20190830_C1_P0.exe
2020/08/30 21:18:16 P: 1.00, md5: 606936c34e17faac0966b0ab82ece0d3, uuid: 641a6a8d-4242-44eb-bc07-932f0603783f, name: SCAN COPY.exe
2020/08/30 21:18:16 P: 1.00, md5: fa4dd5385ac4f84fceed7e0e5608118a, uuid: 06d441b1-4985-4f5d-956e-e5f0b031df90, name: 46865b8e208d0e2fdae8a38fb1c5543b505d925d5805ec95dbe0c4c7079a791f.bin
2020/08/30 21:18:16 P: 1.00, md5: 160c8835f5076735df46e3e000f71a06, uuid: fde05537-b785-4847-9e67-7ad32d8aae24, name: 2020045328922091.exe
2020/08/30 21:18:16 P: 1.00, md5: 80642a1626f6adeada2800e8a4d669e0, uuid: 17a9d793-65fa-4680-82b6-bc7362ce5362, name: Zamowienie No_2020-122130-doc.exe
2020/08/30 21:18:16 P: 1.00, md5: 4bcddae7e86cd55de4aae6085888e279, uuid: 6d77cc42-8cee-4b41-a7d9-2f1baf9e4399, name: Agosto_Orden-TR00VT34.exe
2020/08/30 21:18:16 P: 1.00, md5: 3069ae74e5cb859ec072d5a25d071f1f, uuid: 1551afda-00a5-441f-a8cc-44511db5ac8c, name: Új rendelés TR04_ B005-V019.exe
2020/08/30 21:18:16 P: 1.00, md5: 6679de62219f98b4f4b03ac4c9768b84, uuid: 3d14bfce-1ca8-42f3-bbee-cf9ccbe77001, name: fd01171b73571019fcf2b3885b0a87f5954fe6d4
2020/08/30 21:18:16 P: 1.00, md5: 42a1126d3ac1002e972f3de55874fa9a, uuid: c93164e8-5824-4a66-bd37-738a63603144, name: Encomenda_NO-2019-12000197.exe
2020/08/30 21:18:16 P: 1.00, md5: 57ef5db1ef791c4e949566f2f87da3a4, uuid: 01bfea04-d175-4147-8c45-71b7def9e7f5, name: sample14.exe
2020/08/30 21:18:16 P: 1.00, md5: e14ea2ea9d07482e78f4823f485bf443, uuid: bfbd9721-d077-4a7a-a90b-53fb1980985b, name: Attacted PI order Document.exe_
2020/08/30 21:18:16 P: 1.00, md5: 8c63f5db18122bff5a7075a6bcc4c76b, uuid: eb055cf2-aec7-4cb4-93b9-10cee92219a1, name: TRANSFERENCIA DE PAGO (SWIFT) 11092019 - 0.exe
2020/08/30 21:18:16 P: 1.00, md5: 8b590e4fff4a359ce64fb06c26ecce3b, uuid: 51d94d91-0632-4ffe-83e0-311421943637, name: yahoo.419
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.11%, md5: be971c850d1b7de22ac796da9e6030a9, uuid: a5bf6908-fee3-4364-82a6-998ede80054f, profile: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: 99e01f213172fcb5adea3f18cf299986, uuid: 83daab4d-e253-4963-ba68-104180c23b8c, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: d22a78ec536f43e0401c2e5e4efc6fe7, uuid: 60123370-e4d2-463a-bb3b-ffbe3b8ef5dc, name: win32.exe.bin
2020/08/30 21:18:16 P: 1.00, md5: be971c850d1b7de22ac796da9e6030a9, uuid: 883da92c-28d5-4c04-b5c5-dc423a504b5a, name: regasm.exe
2020/08/30 21:18:16 P: 1.00, md5: bfdb8c7f12b0ac5b4fa1b7979ffa6be1, uuid: 2b949adc-0064-49b5-8b80-02ca78fedd6a, name: regasm.exe
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.03%, md5: 2ebd2d497f7a294a1609014d73553283, uuid: aa90a8dc-b6a2-43e9-8d58-875af8059afd, profile: 2ebd2d497f7a294a1609014d73553283.exe
2020/08/30 21:18:16 P: 1.00, md5: 2ebd2d497f7a294a1609014d73553283, uuid: c760fa02-b4c0-4bb5-9d06-297a27d31a40, name: 2ebd2d497f7a294a1609014d73553283.exe
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.03%, md5: bfa95399e5f9413a0ec9289faa1dc801, uuid: ddd67e8a-4550-4ca2-9536-6e4d094aa324, profile: Qd09UXjnqaxbuMJ.exe
2020/08/30 21:18:16 P: 0.75, md5: bfa95399e5f9413a0ec9289faa1dc801, uuid: ec4ac007-cad6-4a6d-a9e6-cd18f88352dc, name: bfa95399e5f9413a0ec9289faa1dc801
2020/08/30 21:18:16 
2020/08/30 21:18:16 [*] coverage: 0.86%, md5: 5be416762693404e95aa5c7961a53970, uuid: 79e762d2-c0e2-4cda-8aa7-c58e075289bd, profile: mexzicrypt.exe
2020/08/30 21:18:16 P: 1.00, md5: fc9643a7df7f62150369c2697aaafe0f, uuid: becaa43b-b13c-424a-89ef-20ffda95f85f, name: mexccc.exe
2020/08/30 21:18:16 P: 1.00, md5: e54a9db2b6629d6d55e0220851e62ed4, uuid: 0e0164e4-b42e-4660-8887-aa3866aef113, name: BL.exe
2020/08/30 21:18:16 P: 1.00, md5: 61dd63697f0e119a2bda7a1125de0cfe, uuid: a6f315be-fa91-4194-9638-3f7d94ac58fb, name: SOA.exe
2020/08/30 21:18:16 P: 1.00, md5: adca8f84c76417aeb58c3c0c1a8aa4c5, uuid: f41ea8c6-c5b7-4c5e-9b59-098cedc670ac, name: e3387033890ff9d5cb3786fde1684cf79795adab8749fd7c41b412e711ae7979
2020/08/30 21:18:16 P: 1.00, md5: cf0bfe3a2d5588e7c32db4f248ce40a8, uuid: 509c3e94-1b28-40a1-a4e0-54fa849bf9d5, name: goxiedddd.exe
2020/08/30 21:18:16 P: 1.00, md5: f49127ec36b5972ea63336a46fa2b194, uuid: d93e7228-22fe-4523-b085-c32b1cfe8ccb, name: 923182542299fb52cc1b8bbbef8458819add81a6e31f53fc18642bd8785a8977
2020/08/30 21:18:16 P: 1.00, md5: fd10f5a8d19ccc96788294cb06de3ab6, uuid: 691b79a3-ef56-4602-83ce-da6fe3859602, name: compnay.exe
2020/08/30 21:18:16 P: 1.00, md5: e97d2f7e38dd468e1a60be729c3f9006, uuid: 04fe6a2f-9012-4134-945c-1f22d7480ba9, name: RFQ#10098764.pdf.gz.exe
2020/08/30 21:18:16 P: 1.00, md5: af465f7a1438ee020b7c29e3b12a40b5, uuid: a480a9c5-9064-4963-8f79-6be02f1d46c4, name: e91641c9edd2e1d71793bf61e8baecbc17d82f23
2020/08/30 21:18:16 P: 1.00, md5: fc9643a7df7f62150369c2697aaafe0f, uuid: 8ce176b4-f4f4-430e-9548-eb6a06fe1d9b, name: mexccc.exe
2020/08/30 21:18:16 P: 1.00, md5: a06751b9034cde24b925bc8a59f882b9, uuid: 533ffb50-6f7c-4b7a-9d6b-80bb7b4c5be5, name: a.exe
2020/08/30 21:18:16 P: 1.00, md5: 1135faa7ccd91450b5bdbc0f0083a9b5, uuid: d5c2ff7c-d93d-4c7c-98aa-ba4e6513252a, name: PurchaseOrder.exe
2020/08/30 21:18:16 P: 1.00, md5: 2926efc2fc3dd263b4190ae8a1eac4bf, uuid: 777f777e-63f9-49d9-9411-986e55131270, name: SWIFT_payment_copy.exe
2020/08/30 21:18:16 P: 1.00, md5: af465f7a1438ee020b7c29e3b12a40b5, uuid: db997396-ad56-4abc-bbc8-747e6c384c89, name: DHL_Package.exe
2020/08/30 21:18:16 P: 1.00, md5: 744833d1751229fee10adbd1a394afa3, uuid: 7e71735c-ac1e-45a9-8722-a3a98cae7d57, name: PurchaseOrder.exe
2020/08/30 21:18:16 P: 1.00, md5: 69c0691c823d07064b85f2a73f032c1d, uuid: 365fc1e1-8c44-4d31-aa51-529ada06094a, name: cjcryp.exe
2020/08/30 21:18:16 P: 1.00, md5: 8855da0b84eefc31eaf338d5e3266e25, uuid: a40dcb5e-a6e0-486c-948a-94748da6ccaa, name: PurchaseOrder.exe
2020/08/30 21:18:16 P: 1.00, md5: e97d2f7e38dd468e1a60be729c3f9006, uuid: 139494db-3582-4469-8bdc-77889ff9d12c, name: 6391be18aaabf9e3a9bdea5a9f57a06c4e1e7fedf41ba73211290fffe95be92a
2020/08/30 21:18:16 P: 1.00, md5: dbd8efa1538503dfb9424fde00051930, uuid: 2bf10f57-e7d2-4c01-bc01-d94accf77e53, name: Notice.exe
2020/08/30 21:18:16 P: 1.00, md5: 6cff3d67f0c7d6d273df1d02eb824212, uuid: 189c4f99-43d8-4a0b-9731-a5919e2658d9, name: 6391be18aaabf9e3a9bdea5a9f57a06c4e1e7fedf41ba73211290fffe95be92a
2020/08/30 21:18:16 P: 1.00, md5: 61dd63697f0e119a2bda7a1125de0cfe, uuid: 0b3d343b-2c5e-4c51-b0b1-0e525bba1d8d, name: SOA.exe
2020/08/30 21:18:16 P: 1.00, md5: 63bfc932b57161e0347441f7c25dc91f, uuid: 2c130990-9fb5-4d6d-b5fa-880598ccc8ce, name: FLT57FC.exe
2020/08/30 21:18:16 P: 1.00, md5: 490f0fcec82bb5a2fb563dc7a50cdbb2, uuid: 397debf0-2e5e-4bc2-8803-ab65587f17b7, name: dqsdz.exe
