2020/08/28 00:28:51 considering 1997 tasks
2020/08/28 00:28:51 
2020/08/28 00:28:51 [*] coverage: 4.71%, md5: f5e673f4563c67847806c6fff79f4e83, uuid: 9fe466a6-3312-4547-8782-19261e2550e0, profile: 0003.BURULLUS - EPC WORKS FOR ROSETTA SHARING FACILITIES - PROJECT.exe
2020/08/28 00:28:52 P: 1.00, md5: b042bc676fafed28e2190e72dc22df18, uuid: e63abab0-42b1-4ef6-aaa2-17a6ebfd1883, name: lsmi.exe
2020/08/28 00:28:52 P: 0.75, md5: 119b961fcf7483d03392b1edb96f3c6b, uuid: 0537a60d-636a-48e9-957f-0e7fee945ee4, name: Prodigal.exe
2020/08/28 00:28:52 P: 1.00, md5: 7eba361b2fc7d4456fbad7a7df3cde71, uuid: 48809817-66c2-4b7a-a0d6-9152dc2c4368, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.88, md5: a94b80d77c675708fc785381ddf2c240, uuid: 8464f698-24c3-4737-afd2-935b66ca6b70, name: MemoryUncompressor1578.exe
2020/08/28 00:28:52 P: 1.00, md5: cd90b8614287ec453491cc8e87e7a2a8, uuid: 4849df4b-c2bc-43ac-aeac-8361d9d87e9d, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.88, md5: 789576347f931e5215aba6dd7bbe0fc0, uuid: e5679436-8e89-40c8-b84e-0236fa723255, name: csgo.exe
2020/08/28 00:28:52 P: 0.88, md5: 0cd698c9f15c88e5041e045e28c1463d, uuid: 0a8946e9-592e-4628-a4c1-8970ece28717, name: PDF Exploit Builder V2.4.7.pif
2020/08/28 00:28:52 P: 0.75, md5: c0f5ec36faca8134be3dad60d1593ed8, uuid: d1ff1cdc-6544-432f-b5f4-099712615751, name: 01d4f90e8c11045800d77ea0b706071b0497ac874ac634f7bc35829eeda177c0
2020/08/28 00:28:52 P: 1.00, md5: 0e3a0bd930abfa928780dd4e50d96334, uuid: 3375f86e-99ad-415b-a88e-890592025741, name: SpotifyV1.7.exe
2020/08/28 00:28:52 P: 0.88, md5: 39f4c944388b2ceb90e40a9553ef0b4d, uuid: 86a5d8cf-9287-4f0f-88ba-d3f6880eebac, name: xxxx.exe
2020/08/28 00:28:52 P: 1.00, md5: 7ad6aa61aa8ac5646f373022dbea588b, uuid: 2e3c267b-0e4c-4a48-a789-5feef6419115, name: Minecraft cheat.exe
2020/08/28 00:28:52 P: 0.75, md5: 5bd88e0e25dd1cc39f85d089f3de9ae1, uuid: c5c72743-8362-4202-b1c4-0ecf6356242b, name: xxxx.exe
2020/08/28 00:28:52 P: 0.88, md5: f976075599d6988d791a52a4be67d42c, uuid: 4a2f2a68-f544-4a27-9b2a-3d3228d0057e, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.88, md5: 0cd698c9f15c88e5041e045e28c1463d, uuid: 15b88f12-7c8e-40a3-9aa7-9e4146373b6f, name: PDF Exploit Builder V2.4.7.pif
2020/08/28 00:28:52 P: 0.88, md5: 3cb7f0652b678bfaa71b064c46709e84, uuid: 97e2dc88-dc98-4111-b455-fb8d15fb5dd0, name: Backdoor.bat
2020/08/28 00:28:52 P: 1.00, md5: 7eba361b2fc7d4456fbad7a7df3cde71, uuid: f5bbaa45-7e34-4d32-9bdb-4894aed2e357, name: Backdoor.exe
2020/08/28 00:28:52 P: 1.00, md5: bad9fb2fce6124e59ba94f1312297eea, uuid: a3e9e88c-bba6-4d07-ae38-7a3b896d32f3, name: SKYEISSX.exe
2020/08/28 00:28:52 P: 0.88, md5: a7586e34a8a1111eed765f36d5661400, uuid: 32a7027b-54e8-44cc-8041-5c2495d2570c, name: csgo.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.25%, md5: dd458b935e298749c16b371c494fa994, uuid: fc5edd46-a320-48a5-90be-61705b5073a9, profile: New purchase inquiry 99012121.exe
2020/08/28 00:28:52 P: 0.86, md5: 375b782ba842cfc6cdd33be95931116e, uuid: 474841bc-fa79-4669-ae57-9004bb092205, name: Read Me.exe
2020/08/28 00:28:52 P: 1.00, md5: dbf6c9766317f6ee6dba68ac2917b805, uuid: 851adb0c-766a-4562-ac76-656e6c849113, name: Purchase Order NLPO 20-20063.exe
2020/08/28 00:28:52 P: 1.00, md5: 2bc55e3fc603b730267a2c8c3e53b04a, uuid: 6ce29526-e773-49ed-b477-2a85d181db8b, name: 9a7c9313fcf8c844c3cf8ed54549d9dcb3b17553d34adb4b8ea66110e41d7d4a.exe
2020/08/28 00:28:52 P: 1.00, md5: dd458b935e298749c16b371c494fa994, uuid: 51f1d475-daf6-4903-9d16-89aa71daa898, name: New purchase inquiry 99012121.exe
2020/08/28 00:28:52 P: 1.00, md5: dbf6c9766317f6ee6dba68ac2917b805, uuid: 94a9f98e-a802-4231-b249-f724057036f8, name: Purchase Order NLPO 20-20063.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 6971a2ad5fbe8bb1713be9d5dadd45f9, uuid: 5dc6f597-5aae-4a95-9a93-824428448b55, profile: ANEXO FOTOS FECHA Y HORA DE FOTO COMPARENDO Nº 240152.exe
2020/08/28 00:28:52 P: 1.00, md5: 6971a2ad5fbe8bb1713be9d5dadd45f9, uuid: fd93a048-a033-4e39-bcb6-2fc5d6619fc1, name: ANEXO FOTOS FECHA Y HORA DE FOTO COMPARENDO Nº 240152.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 92c84dac2c127741d154361ec3721821, uuid: f5236a58-1db3-4448-9dbb-e2ad85b94b8a, profile: Delivery_unpacked.exe
2020/08/28 00:28:52 P: 1.00, md5: 673510dd92eb812d70b017c27385d389, uuid: 459b4416-8e08-4099-930d-985bf690d490, name: e2b5900211088daf754d900ff7b229defe72bf6ae21efb53c966113a2b2b16b3.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: b5704b74f0ef217874d705c9debff073, uuid: 4c1e4053-0410-4d0d-8e3a-cf2491bc48bd, profile: 123.exe
2020/08/28 00:28:52 P: 1.00, md5: b5704b74f0ef217874d705c9debff073, uuid: 88522882-5446-43d2-81a6-0795d76d785a, name: 123.bin
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 8c908fe00fee806961deb541c55d50c9, uuid: 88925413-a579-4cab-a1e6-94b3ebcf62cb, profile: rmcox.exe
2020/08/28 00:28:52 P: 0.56, md5: 16afea642582a40ecf61c9244caf1bfd, uuid: a5ea9ce5-561f-4f58-9f9a-155de7b219c2, name: DXO.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: b787b8f5d1966f8ccebf24a79b5ff94b, uuid: 78f418a8-be99-4499-bddb-711fb071cab3, profile: outputD56DF2F.exe
2020/08/28 00:28:52 P: 1.00, md5: a95bafaf6cf8bd264f9432af9c00bb87, uuid: 43ae41cb-1b13-4b1b-a387-15a64d8cd3f2, name: ATDGR-8997TD.exe
2020/08/28 00:28:52 P: 1.00, md5: b17b7c900b47d6bc40e385470cc5d5eb, uuid: 2a7f96c4-f5e4-4fde-b0fd-7bfbe0f8992a, name: AWB-6091843704-DHL.Pdf.exe
2020/08/28 00:28:52 P: 1.00, md5: e16af6dcaeddb03bd3f56a2f30394a37, uuid: b964f947-b58d-4b90-86e9-5dfd4332fd4d, name: file.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: ae42ecdabec945f495b81f8a3d3f97b7, uuid: 0fb8c66d-860d-4add-a6be-427ef19d3ae6, profile: Prodigal.exe
2020/08/28 00:28:52 P: 1.00, md5: ae42ecdabec945f495b81f8a3d3f97b7, uuid: aa9d98b7-a851-401d-9f04-7bb1be632555, name: Prodigal.exe
2020/08/28 00:28:52 P: 1.00, md5: ae42ecdabec945f495b81f8a3d3f97b7, uuid: 9b9fc763-d21a-43c6-b0e4-cbcf2eed590b, name: Prodigal.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 89e21bcfc4a5ef6546b752d1daf529c6, uuid: b93c4c5c-6d12-422b-bef0-2054670bfa0d, profile: Backdoor.exe
2020/08/28 00:28:52 P: 1.00, md5: 81cb25bf689017da204bf63d89ce87e8, uuid: 7df0afc5-988a-43b0-b67f-6215b98c7f9f, name: Mnzjpb.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 9cd4948394837295fcd40f34db5e9bf4, uuid: 3b83aadf-2ba4-4b58-93c2-4b80caeb2320, profile: ProdigalCrack_original.exe
2020/08/28 00:28:52 P: 0.89, md5: a0af03ae27a602e8b530fcf0b5275e1f, uuid: 4735cc30-fce6-4790-99d5-0c170ba63d9b, name: ProdigalCrack.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 837b192beb17f16781df78abeb724005, uuid: afdf07ac-505b-4fd8-a3a5-0b4090d42858, profile: AppleCracked.exe
2020/08/28 00:28:52 P: 1.00, md5: 837b192beb17f16781df78abeb724005, uuid: e79595cb-f736-478e-be9e-5f515026704d, name: AppleCracked.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.45%, md5: 83fa1ce84fda5c07ec188348e7bd197e, uuid: 322c70bc-8881-430d-a2a6-36decb617206, profile: IMG_TELEGRAPHIC SLIP.exe
2020/08/28 00:28:52 P: 1.00, md5: 83fa1ce84fda5c07ec188348e7bd197e, uuid: dd105da2-a19a-436b-821f-833175cf23e4, name: IMG_TELEGRAPHIC SLIP.exe
2020/08/28 00:28:52 P: 0.67, md5: af23c555923ec0c403e021c27b6996c1, uuid: 06d959a6-057c-43e2-af0b-41971499e6c2, name: POEA MEMORANDUM CIRCULAR NO. 02,2020.pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: 777bfa67b6e117eb006be9dfb1ffcb98, uuid: cb730e5d-d185-4cb8-bb6a-e81eabcdda5d, name: IMG_0003067615_pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: 1f18f5e6d323ad4e327beb99a795e21f, uuid: 43f906e0-fbdf-4aba-b602-63dcf7d8d60a, name: Goods Suspended_pdf.exe
2020/08/28 00:28:52 P: 1.00, md5: 83fa1ce84fda5c07ec188348e7bd197e, uuid: 3143a9c2-2595-48e0-94df-f2a41d5e2247, name: IMG_TELEGRAPHIC SLIP.exe
2020/08/28 00:28:52 P: 0.67, md5: 02d64a857f0fdc883e2c259143f0141b, uuid: ef3a8b4d-0d5b-4f7a-a187-336b1327884c, name: EGOCHUKW.EXE
2020/08/28 00:28:52 P: 0.67, md5: 43ce48379bf59b006d310131f53cbc35, uuid: dda50ee1-cdf6-4017-a378-7d1b5b769c16, name: IM0005163829_pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: 5b7f620d4363cc5a2677e9d386c5bbed, uuid: c70bacd1-6a1b-4741-b260-bcdcf1d049a6, name: CORONA VIRUS.exe
2020/08/28 00:28:52 P: 0.67, md5: 5b7f620d4363cc5a2677e9d386c5bbed, uuid: cd557776-4204-40a7-bc04-17cfd009a522, name: 6fa8672491d6d822d1f773f21a492fa1039b69cc8eac21069072085adaef3655.bin
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.20%, md5: 4612bbd0e959841762ba1d232ec4537a, uuid: 702eded4-5233-4d8f-b05f-609b84e5ce37, profile: armani2.exe
2020/08/28 00:28:52 P: 0.67, md5: c517d842394c49c5e0441ccab256dfd9, uuid: fa941e82-0c4c-4f91-98f2-b4b1d349e648, name: 新订单确认,pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: f8de5a225bedf2150029ad8bbaaabea8, uuid: 1f832d1e-652b-4c1b-9d7b-0dda037c7f83, name: 北川商品見積,pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: 100e62f12730a4a177134befc8c3087d, uuid: 327162f0-f527-4992-85bb-3d48015072c9, name: REHOO.exe
2020/08/28 00:28:52 P: 0.67, md5: c517d842394c49c5e0441ccab256dfd9, uuid: 9aadcbd3-a9a0-4f84-a798-a6c903c17e87, name: 新規注文確認,pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.30%, md5: bfa6e6a0c60f28bcd823d25a8819b8b5, uuid: 3d33d283-1006-4ac6-a255-e954f45acb10, profile: Purchase Order_MTS_4000903179_xlxs.exe
2020/08/28 00:28:52 P: 0.60, md5: 8cc865748afa158f495f95cc8c62e750, uuid: c1018001-d80d-473b-b4f9-81624a0fe8a4, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.80, md5: 607dfd793799cc3a0d0f0fe7cb5b8874, uuid: 8a11c661-49ae-464a-a627-3bfa64bd1ee3, name: OSBC LIMITED PRICE LIST TAG.exe
2020/08/28 00:28:52 P: 0.80, md5: 607dfd793799cc3a0d0f0fe7cb5b8874, uuid: e11971a6-ad6e-4cf3-8b91-3739cf5485f2, name: OSBC LIMITED PRICE LIST TAG.exe
2020/08/28 00:28:52 P: 0.80, md5: 637a34ed336c691eebd3a174f21a8850, uuid: ea2f3934-43e8-4387-ab67-7bc8d4d862b9, name: Scan_0048494.scr
2020/08/28 00:28:52 P: 0.70, md5: 475d7399efd52096cfba2fbb8b9791b8, uuid: 8552a6d1-b694-4daa-ba35-fac892b09a96, name: RFQ-D9061301.exe
2020/08/28 00:28:52 P: 0.70, md5: 126b47a9b273ac12a3eaf62715f5a3dc, uuid: 1fc59bae-4a8b-4518-91f1-94b6c1fdb524, name: new order july.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: d1d3963bfb6702f8be99cb7fc61b5de6, uuid: 0b0e4eab-aece-4353-aba0-730b9fcb3a0e, profile: b322c96ed977e3063d5ef25f4f3e79bd95bc60f87ac9a72b723c667fa0728928.exe
2020/08/28 00:28:52 P: 0.83, md5: 7d3b3d8d1eef6d0abcdfad0a13f45acd, uuid: 5d75f664-9aee-489e-b8ca-177f65dcd9ea, name: 7d3b3d8d1eef6d0abcdfad0a13f45acd (1)
2020/08/28 00:28:52 P: 0.83, md5: 3cd3788378a0fa355be670bd8529cf54, uuid: f9985b06-08a9-41dd-b2d4-d051e02f8c08, name: Dhl_Protected.exe
2020/08/28 00:28:52 P: 0.83, md5: aae529bc8130c42e2811a59786323fcd, uuid: f36df19c-6b04-43f1-8d49-15ccd64404a8, name: dhl info_Protected.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.20%, md5: 286592d36e19d6e24fc9c34e62c0973b, uuid: 3e32d344-de9c-4f4a-90df-c1ec1b835aeb, profile: IDMan.exe
2020/08/28 00:28:52 P: 1.00, md5: 20a17116562d4795013539ae7572dea5, uuid: a51539ae-8506-4832-b453-518392f34d15, name: Trojan.Hooker.ATA_virussign.com_20a17116562d4795013539ae7572dea5.exe
2020/08/28 00:28:52 P: 0.83, md5: 024c15526aa7130466f476c179a44cee, uuid: b78940e3-6761-400e-8468-9d90ad5a8109, name: IDMan.exe
2020/08/28 00:28:52 P: 0.83, md5: f6b2c4ad3f25deba8c3889013c0d29ee, uuid: ee638054-b43b-401d-81b5-0e6d32cc98ad, name: IDMan.exe
2020/08/28 00:28:52 P: 0.67, md5: 51b715c1df418ba940c33cadd623fd88, uuid: e8647bdc-0a9a-4faf-b9fc-114bf24dc6d1, name: remcos_agent.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.20%, md5: d069ba5ab0766aedde0ae3b719f732c7, uuid: cbd1b432-2d7c-483e-b3e8-64b2b100fe4d, profile: Jpeg Exploit Builder.exe
2020/08/28 00:28:52 P: 1.00, md5: d069ba5ab0766aedde0ae3b719f732c7, uuid: dd71a2f1-20f4-4573-9e82-6fd977298582, name: Jpeg Exploit Builder.exe
2020/08/28 00:28:52 P: 1.00, md5: d069ba5ab0766aedde0ae3b719f732c7, uuid: bf82a568-6268-47a4-a616-423b625ad362, name: Jpeg Exploit Builder.exe
2020/08/28 00:28:52 P: 0.67, md5: 7c1f1625d0f96c2f03fb63231b069b3e, uuid: 23eff76b-c843-4233-a372-a9c0a1d8a86e, name: Jpeg 0day Builder.exe
2020/08/28 00:28:52 P: 1.00, md5: d069ba5ab0766aedde0ae3b719f732c7, uuid: 42089503-4d87-4f58-8cba-6f3713c85c3f, name: Jpeg Exploit Builder.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 861a98281c5a529e3974a3ae66ab78f4, uuid: 046fc34a-db8c-436d-acc0-47a3091f610c, profile: Attached Doc.exe
2020/08/28 00:28:52 P: 1.00, md5: 861a98281c5a529e3974a3ae66ab78f4, uuid: 69895c8c-db8b-47e7-ba44-95f39d57e7f3, name: Attached Doc.exe
2020/08/28 00:28:52 P: 0.90, md5: 861a98281c5a529e3974a3ae66ab78f4, uuid: e29a4625-5f14-4d79-bce1-6b537424ac37, name: Attached Doc.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: bdd371139b163f0b496b5d1e45e3b945, uuid: eb9afcc3-9b23-442a-a3a7-7fa1564fa56d, profile: Minecraft Dungeons Setup.exe
2020/08/28 00:28:52 P: 1.00, md5: bdd371139b163f0b496b5d1e45e3b945, uuid: ccf743d4-3d5d-4d94-87a7-18f8bc1ee695, name: Minecraft Dungeons Setup.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 346852421c93c86ba55f8b1b13d5968a, uuid: 8858ff13-1eeb-438b-81e2-b842bfefd450, profile: AartiRamcos.exe
2020/08/28 00:28:52 P: 0.57, md5: e37afc8decde8fe59b5a6ecd09132c0b, uuid: 4b5245c8-5b62-4f05-9da1-ec22835d6c1d, name: Backdoor.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: d111cc482377a1c71f366f34a468e516, uuid: 869321e5-ae0d-4624-8414-36fe4dda4d54, profile: cryphzlx.exe
2020/08/28 00:28:52 P: 1.00, md5: 98a85d8834113895bb1d298bfe728361, uuid: 1488f796-5ef1-440a-bf6f-62fa3b946ba3, name: cryphzlx.exe
2020/08/28 00:28:52 P: 1.00, md5: 98a85d8834113895bb1d298bfe728361, uuid: 6b0ea2cb-467f-48f1-8ff6-4a78d9a11485, name: cryphzlx.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 8205d619ca51ee7504faf88912195350, uuid: 31150b3f-68a5-4a59-831b-6e0bae727a81, profile: purchase order_30th.exe
2020/08/28 00:28:52 P: 0.62, md5: 9e381dc5751debfcb8998d30593ddeb1, uuid: 1d5e3559-b0ef-455f-958b-335daa15ea91, name: kc file.exe
2020/08/28 00:28:52 P: 0.75, md5: 8b1be9f9037732240a99e90ad0a0b2ab, uuid: 11097498-49b5-438f-a4e5-7425670dfade, name: uninfin.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: cb4a7469e6eb99572ba41e5aff6c63c5, uuid: 3e2c9e47-2fdf-4a68-9bb7-1c951cf5743a, profile: DHL 2723382830領収書,pdf.exe
2020/08/28 00:28:52 P: 0.62, md5: 91ebc9f7ece16189271b7d34db50887a, uuid: 67b1feb7-55e3-47b5-b497-17435407cef1, name: audiodialog.exe
2020/08/28 00:28:52 P: 0.62, md5: 20217af52ed4a73fa4ed0a03b163474c, uuid: 66c8d631-34c0-4879-baae-f22db46d53d6, name: DHL 119040領収書、pdf.exe
2020/08/28 00:28:52 P: 0.62, md5: 20217af52ed4a73fa4ed0a03b163474c, uuid: 36bf87b4-3991-453e-85a3-48504ce6b2e3, name: DHL 119040領収書、pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: e2bd1b81e905b3436eb20ec1e28dda22, uuid: a34df4e8-9f8e-4994-957e-20e16d55d2ca, profile: 1.bin.exe
2020/08/28 00:28:52 P: 0.86, md5: 44fc17a066977e7b43f2b93108f17309, uuid: b73cdafc-cf85-43ed-8e90-0b5671265539, name: Payment Account Details.exe
2020/08/28 00:28:52 P: 1.00, md5: 07296a93580173bec8da4484debeec78, uuid: f84bc83f-ad58-46a8-b91a-ad8028a64a79, name: DE-5543954HT_PDF (2).exe
2020/08/28 00:28:52 P: 1.00, md5: 0991178e640c27226e71a32b6fb5c53a, uuid: 03acf027-a3e0-4291-974c-d092ad63936e, name: Bank-SlipPayment-copy.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 8205d619ca51ee7504faf88912195350, uuid: 43431832-d59b-4ef4-82d7-44b4e1026ed8, profile: 406f6ae81c875fef2d32ac8d3ba044f97404f854
2020/08/28 00:28:52 P: 1.00, md5: 8205d619ca51ee7504faf88912195350, uuid: 27431274-e15e-40d4-8b18-2b9ac5f911c7, name: 406f6ae81c875fef2d32ac8d3ba044f97404f854
2020/08/28 00:28:52 P: 1.00, md5: 8205d619ca51ee7504faf88912195350, uuid: 2483b94e-ed5f-45b0-96b4-70193c70d842, name: 406f6ae81c875fef2d32ac8d3ba044f97404f854
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: ca5a8444808c1a4e6e627ef9cb1665f6, uuid: 54824265-b96a-4823-bdbc-b50f821b38cb, profile: 630c1ef40c40df690c0cb756abfecbc31ad7cfc819dfc922d68b6f8459a6659d (2)
2020/08/28 00:28:52 P: 1.00, md5: 256e2c6a77223c9032674d6ce6222e57, uuid: 511c054b-98db-4108-ac40-825ffe0c5839, name: TAX-FILLING.exe
2020/08/28 00:28:52 P: 1.00, md5: 1d4f37fab0129dc820694f2b264cf9c2, uuid: 9fd90249-bf21-4758-9679-0cc0ee744ee1, name: Purchase-List.pdf.exe
2020/08/28 00:28:52 P: 1.00, md5: ca5a8444808c1a4e6e627ef9cb1665f6, uuid: cb79f3e8-3cb8-4015-8400-f13508c4bf87, name: 1232244532.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.20%, md5: 770bc2a14adc6c12b19a170a9d7dc03b, uuid: a965519c-5920-41b9-b4c1-4acf9e5ee9a9, profile: RAMC.exe
2020/08/28 00:28:52 P: 1.00, md5: 0e9afdd4dbf83498ba844b215350e0f4, uuid: 012c5718-548f-4f7f-9c03-c7e40e619b4c, name: YAN.exe
2020/08/28 00:28:52 P: 1.00, md5: 0e9afdd4dbf83498ba844b215350e0f4, uuid: 66041dd6-2043-4f51-b0c9-ef0874d7e765, name: YAN.exe
2020/08/28 00:28:52 P: 1.00, md5: 8509e142b53335e1ec7cd8b4fdc2c220, uuid: 68a13cb0-e335-47bc-a925-beb6e2640ad0, name: aaf34daf3423ff4d62eacddaf71c3a444bfae156
2020/08/28 00:28:52 P: 0.55, md5: 89c164c7c38b8969ac1898b1ae7aee54, uuid: 5ea54e6e-8577-4f96-aff0-2ac390a3e9db, name: 89c164c7c38b8969ac1898b1ae7aee54
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: c1bc60587353e61f9ed04b1269eb0afb, uuid: 69ded130-62c8-4128-8736-631c1a61014d, profile: 2019-09-03-initial-EXE-retreived-by-Word-macro.exe
2020/08/28 00:28:52 P: 0.67, md5: c1bc60587353e61f9ed04b1269eb0afb, uuid: c7715244-7a5f-4ddb-bf35-74acd73bed3b, name: pine.jpg
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 1fc37d968870f42e723e9ce2e78fd076, uuid: a8a4f079-0296-41fa-bcb0-546a54db9e56, profile: orion.exe
2020/08/28 00:28:52 P: 1.00, md5: 1fc37d968870f42e723e9ce2e78fd076, uuid: 55f478d2-50b1-413b-81d8-383df0075ce0, name: orion.exe
2020/08/28 00:28:52 P: 0.92, md5: 48b7941bb5008b8fc6860ab7fd4dfd18, uuid: 77048b8e-f2d3-48cb-b0e7-45e3918e424c, name: Readme.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: ecbd6ffe0be37998d4337e5a3080eeed, uuid: d2443a41-9639-4047-b1ea-5425a16760e3, profile: Faktura.PDF.exe
2020/08/28 00:28:52 P: 0.50, md5: ae42ecdabec945f495b81f8a3d3f97b7, uuid: 0e2b8f33-8f8f-4735-9414-281c3920d28b, name: Prodigal.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: ed7b1cb8aa4c573335fd9bb7e08abbb9, uuid: 5ebdff39-1c94-4e86-a78c-e992c28b7421, profile: SWIFT.SCR
2020/08/28 00:28:52 P: 0.57, md5: b0440386f3d3d0ec0353964215d24f58, uuid: 834ea16f-800c-465f-ab18-ff5499d51dc1, name: DPM-060719.exe
2020/08/28 00:28:52 P: 0.57, md5: c4058a7005d3787033cab3e8babe11ec, uuid: 54bfd445-db9a-4787-a9f8-a2dec958a20a, name: CoronaVirusSafetyMeasures_pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: a561f9766b214bdfee621b5cd5d95e35, uuid: 72793e07-980e-495a-84b9-0137f2efb40b, profile: Tax Challan.exe
2020/08/28 00:28:52 P: 1.00, md5: a561f9766b214bdfee621b5cd5d95e35, uuid: 86a33b5e-fe62-4988-b098-96b9996f692c, name: taxchallan3.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: d408d308b84d7038780d0f2d72b1527e, uuid: 8aea6b56-512f-43ef-925f-781d23cb9fb8, profile: d408d308b84d7038780d0f2d72b1527e.exe
2020/08/28 00:28:52 P: 0.62, md5: 8d3a9147a69c399f0fa3ee7897d72d89, uuid: c1b0d322-2349-4b8e-bddf-eb054fd9b55b, name: download.exe
2020/08/28 00:28:52 P: 0.62, md5: ed2703e384683b45dda651bf9fd642c0, uuid: 25769f0d-6365-4b0a-97a2-94f05d4e726e, name: ed2703e384683b45dda651bf9fd642c0
2020/08/28 00:28:52 P: 0.62, md5: c782368e7a2e22fc73960fb91df39df2, uuid: eb41f9e0-3264-43d0-b813-00f4bb5927fd, name: proforma invoice.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 172d686be102e078ba84ce1c94169879, uuid: cb58ee8f-49f2-49c9-909d-6cd7aeb5dd77, profile: idman622.exe
2020/08/28 00:28:52 P: 1.00, md5: 172d686be102e078ba84ce1c94169879, uuid: 81bf9e38-5c0c-4e54-ae05-efe43edf3a83, name: idman622.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: df257fb413ba67ffb6b4ac95800d2326, uuid: 7ff668d0-8add-4617-8149-4f2e7d1c702d, profile: Quotation#KV18RE001_012819_RFQ_order_KANAAN SAIGON.exe
2020/08/28 00:28:52 P: 0.86, md5: 4115342b8141d8c9b1101457385c4a88, uuid: 22c59d08-8f41-427e-b3cd-e9619dca16a1, name: Quotation#RFQ _H290119_012819_RFQ_order_KANAAN SAIGON.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 575c91c42c606de3f79cc17326ce589c, uuid: 4c1a5e8a-4eb6-4f74-aee0-7527df39797f, profile: remcos_agent.exe
2020/08/28 00:28:52 P: 1.00, md5: 491cc96b3475a9f6fc57955da6055aa7, uuid: a804323d-5b40-460d-b6ff-c8208da9ffad, name: remcos_agent.exe
2020/08/28 00:28:52 P: 1.00, md5: 05c2eea0031946512671609c40510ba6, uuid: 5e777d73-caca-48de-8a6b-ce48c69f1fdd, name: remcos_agent.exe
2020/08/28 00:28:52 P: 1.00, md5: a514c7063f237154df97d3b6ec051625, uuid: 3d103caa-689d-4782-8b58-22ce2ae80749, name: remcos_agent.exe
2020/08/28 00:28:52 
